INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
br2609,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11080,1,0.09,0,20251015
ru2510,0,0,0,0.2,0.2,0,ru_f,天然橡胶,1.5,3,0.2,14030,1,0.2,0,20251015
ru2511,0,0,0,0.1,0.1,0,ru_f,天然橡胶,1.5,3,0.1,14095,1,0.1,0,20251015
ru2601,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14850,1,0.09,0,20251015
ru2603,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14835,1,0.09,0,20251015
ru2604,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14860,1,0.09,0,20251015
ru2605,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14855,1,0.09,0,20251015
ru2606,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14865,1,0.09,0,20251015
ru2607,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14905,1,0.09,0,20251015
ru2608,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14915,1,0.09,0,20251015
ru2609,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14905,1,0.09,0,20251015
nr2510,0.02,0.01,0,0.2,0.2,0,nr_f,20号胶,0,0,0.2,12105,1,0.2,0,20251015
nr2511,0.02,0.01,0,0.1,0.1,0,nr_f,20号胶,0,0,0.1,12110,1,0.1,0,20251015
nr2512,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12085,1,0.09,0,20251015
nr2601,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12075,1,0.09,0,20251015
nr2602,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12055,1,0.09,0,20251015
nr2603,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12085,1,0.09,0,20251015
nr2604,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12050,1,0.09,0,20251015
nr2605,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12045,1,0.09,0,20251015
nr2606,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12110,1,0.09,0,20251015
nr2607,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12155,1,0.09,0,20251015
nr2608,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12090,1,0.09,0,20251015
nr2609,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12185,1,0.09,0,20251015
sp2510,0.05,0.025,0,0.2,0.2,0,sp_f,纸浆,0,0,0.2,4812,1,0.2,0,20251015
sp2511,0.05,0.025,0,0.1,0.1,0,sp_f,纸浆,0,0,0.1,4854,1,0.1,0,20251015
sp2512,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,4878,1,0.07,0,20251015
sp2601,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5174,1,0.07,0,20251015
sp2602,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5188,1,0.07,0,20251015
sp2603,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5206,1,0.07,0,20251015
sp2604,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5226,1,0.07,0,20251015
sp2605,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5240,1,0.07,0,20251015
sp2606,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5252,1,0.07,0,20251015
sp2607,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5248,1,0.07,0,20251015
sp2608,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5248,1,0.07,0,20251015
sp2609,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5244,1,0.07,0,20251015
op2601,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4214,1,0.07,0,20251015
op2602,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4224,1,0.07,0,20251015
op2603,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4216,1,0.07,0,20251015
op2604,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4232,1,0.07,0,20251015
op2605,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4236,1,0.07,0,20251015
op2606,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4202,1,0.07,0,20251015
op2607,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4242,1,0.07,0,20251015
op2608,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4268,1,0.07,0,20251015
op2609,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4220,1,0.07,0,20251015
ec2510,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1128.2,1,0.2,0,20251015
ec2512,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1713.4,1,0.17,0,20251015
ec2602,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1481.1,1,0.17,0,20251015
ec2604,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1148.9,1,0.17,0,20251015
ec2606,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1315.7,1,0.17,0,20251015
ec2608,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1458.2,1,0.17,0,20251015
cu2511,0.05,0.025,0,0.1,0.1,0,cu_f,铜,0,0,0.1,85040,1,0.1,0,20251016
cu2512,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85060,1,0.09,0,20251016
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85010,1,0.09,0,20251016
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84870,1,0.09,0,20251016
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84830,1,0.09,0,20251016
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84800,1,0.09,0,20251016
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84710,1,0.09,0,20251016
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84690,1,0.09,0,20251016
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84460,1,0.09,0,20251016
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84470,1,0.09,0,20251016
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84310,1,0.09,0,20251016
cu2610,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84110,1,0.09,0,20251016
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,75500,1,0.1,0,20251016
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75590,1,0.09,0,20251016
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251016
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251016
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75870,1,0.09,0,20251016
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76520,1,0.09,0,20251016
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251016
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251016
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251016
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251016
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251016
bc2610,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251016
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,20910,1,0.1,0,20251016
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20935,1,0.09,0,20251016
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20940,1,0.09,0,20251016
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20935,1,0.09,0,20251016
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20955,1,0.09,0,20251016
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20985,1,0.09,0,20251016
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20990,1,0.09,0,20251016
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21010,1,0.09,0,20251016
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20970,1,0.09,0,20251016
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20990,1,0.09,0,20251016
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20970,1,0.09,0,20251016
al2610,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20985,1,0.09,0,20251016
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,21950,1,0.1,0,20251016
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21980,1,0.09,0,20251016
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22015,1,0.09,0,20251016
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22050,1,0.09,0,20251016
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22080,1,0.09,0,20251016
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22120,1,0.09,0,20251016
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22140,1,0.09,0,20251016
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22175,1,0.09,0,20251016
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22175,1,0.09,0,20251016
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22225,1,0.09,0,20251016
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22255,1,0.09,0,20251016
zn2610,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22100,1,0.09,0,20251016
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17115,1,0.1,0,20251016
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17135,1,0.09,0,20251016
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17135,1,0.09,0,20251016
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17120,1,0.09,0,20251016
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17170,1,0.09,0,20251016
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17190,1,0.09,0,20251016
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17230,1,0.09,0,20251016
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17230,1,0.09,0,20251016
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17160,1,0.09,0,20251016
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17245,1,0.09,0,20251016
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17255,1,0.09,0,20251016
pb2610,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17235,1,0.09,0,20251016
ni2511,0,0,0,0.1,0.1,0,ni_f,镍,1.5,3,0.1,120920,1,0.1,0,20251016
ni2512,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121070,1,0.1,0,20251016
ni2601,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121290,1,0.1,0,20251016
ni2602,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121520,1,0.1,0,20251016
ni2603,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121790,1,0.1,0,20251016
ni2604,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122050,1,0.1,0,20251016
ni2605,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122200,1,0.1,0,20251016
ni2606,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122390,1,0.1,0,20251016
ni2607,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122720,1,0.1,0,20251016
ni2608,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123000,1,0.1,0,20251016
ni2609,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123310,1,0.1,0,20251016
ni2610,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123480,1,0.1,0,20251016
sn2511,0,0,0,0.1,0.1,0,sn_f,锡,1.5,3,0.1,280030,1,0.1,0,20251016
sn2512,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280450,1,0.1,0,20251016
sn2601,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280580,1,0.1,0,20251016
sn2602,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280680,1,0.1,0,20251016
sn2603,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280540,1,0.1,0,20251016
sn2604,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280560,1,0.1,0,20251016
sn2605,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280280,1,0.1,0,20251016
sn2606,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280690,1,0.1,0,20251016
sn2607,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281020,1,0.1,0,20251016
sn2608,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281860,1,0.1,0,20251016
sn2609,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282990,1,0.1,0,20251016
sn2610,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282070,1,0.1,0,20251016
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2763,1,0.11,0,20251016
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2773,1,0.11,0,20251016
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2784,1,0.11,0,20251016
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2806,1,0.11,0,20251016
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2878,1,0.11,0,20251016
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2894,1,0.11,0,20251016
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2900,1,0.11,0,20251016
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2914,1,0.11,0,20251016
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2923,1,0.11,0,20251016
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2932,1,0.11,0,20251016
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2949,1,0.11,0,20251016
ao2610,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2946,1,0.11,0,20251016
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20370,1,0.1,0,20251016
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20435,1,0.07,0,20251016
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20480,1,0.07,0,20251016
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20460,1,0.07,0,20251016
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251016
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251016
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20405,1,0.07,0,20251016
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20300,1,0.07,0,20251016
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20270,1,0.07,0,20251016
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251016
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251016
ad2610,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251016
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,963.74,1,0.14,0,20251016
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,963,1,0.14,0,20251016
au2601,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,966.54,1,0.14,0,20251016
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,965.94,1,0.14,0,20251016
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,967.76,1,0.14,0,20251016
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,970.88,1,0.14,0,20251016
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,973.76,1,0.14,0,20251016
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,976.74,1,0.14,0,20251016
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12004,1,0.14,0,20251016
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12002,1,0.14,0,20251016
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12009,1,0.14,0,20251016
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12026,1,0.14,0,20251016
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12045,1,0.14,0,20251016
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12045,1,0.14,0,20251016
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12055,1,0.14,0,20251016
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12077,1,0.14,0,20251016
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12085,1,0.14,0,20251016
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12095,1,0.14,0,20251016
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12125,1,0.14,0,20251016
ag2610,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12147,1,0.14,0,20251016
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,2971,1,0.1,0,20251016
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3017,1,0.07,0,20251016
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3036,1,0.07,0,20251016
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3043,1,0.07,0,20251016
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3064,1,0.07,0,20251016
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3079,1,0.07,0,20251016
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3087,1,0.07,0,20251016
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3103,1,0.07,0,20251016
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3111,1,0.07,0,20251016
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3122,1,0.07,0,20251016
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3129,1,0.07,0,20251016
rb2610,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3134,1,0.07,0,20251016
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3270,1,0.1,0,20251016
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3353,1,0.09,0,20251016
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3336,1,0.09,0,20251016
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3383,1,0.09,0,20251016
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251016
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251016
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3365,1,0.09,0,20251016
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3363,1,0.09,0,20251016
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3416,1,0.09,0,20251016
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3461,1,0.09,0,20251016
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251016
wr2610,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251016
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3255,1,0.1,0,20251016
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3249,1,0.07,0,20251016
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3209,1,0.07,0,20251016
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3215,1,0.07,0,20251016
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3215,1,0.07,0,20251016
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3215,1,0.07,0,20251016
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3220,1,0.07,0,20251016
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3226,1,0.07,0,20251016
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3228,1,0.07,0,20251016
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3231,1,0.07,0,20251016
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3240,1,0.07,0,20251016
hc2610,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3240,1,0.07,0,20251016
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12515,1,0.1,0,20251016
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12545,1,0.07,0,20251016
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12635,1,0.07,0,20251016
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12690,1,0.07,0,20251016
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12760,1,0.07,0,20251016
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12845,1,0.07,0,20251016
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12910,1,0.07,0,20251016
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12960,1,0.07,0,20251016
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13000,1,0.07,0,20251016
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13080,1,0.07,0,20251016
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13120,1,0.07,0,20251016
ss2610,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13210,1,0.07,0,20251016
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,443.2,1,0.11,0,20251016
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.6,1,0.11,0,20251016
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,446,1,0.11,0,20251016
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,446.7,1,0.11,0,20251016
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.3,1,0.11,0,20251016
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.3,1,0.11,0,20251016
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.4,1,0.11,0,20251016
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.9,1,0.11,0,20251016
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.9,1,0.11,0,20251016
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,452.2,1,0.11,0,20251016
sc2609,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.7,1,0.11,0,20251016
sc2610,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.7,1,0.11,0,20251016
sc2612,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.8,1,0.11,0,20251016
sc2703,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.7,1,0.11,0,20251016
sc2706,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,453.6,1,0.11,0,20251016
sc2709,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.2,1,0.11,0,20251016
sc2712,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.6,1,0.11,0,20251016
